,store_name,street_address,postal_code,cluster,lat,long
341,Guess,327 Queen St W,M5V 2A4,11,43.6404,-79.3995
342,Urban Planet,260 Queen St W,M5V 1Z8,11,43.6404,-79.3995
343,Emy's,275 Dundas St W,M5T 3K1,0,43.6541,-79.3978
344,Designer Look,275 Dundas St W,M5T 3K1,0,43.6541,-79.3978
345,American Eagle Outfitters,333 Queen St W,M5V 2A4,11,43.6404,-79.3995
346,Blue Fuel Corporation,337 Queen St W,M5V 2A4,11,43.6404,-79.3995
347,Rk-Queen,276 Queen St W,M5V 2A1,11,43.6404,-79.3995
348,Groove,23 Beverley St,M5T 1X8,0,43.6541,-79.3978
349,Zara Canada Inc,341 Queen St W,M5V 2A4,11,43.6404,-79.3995
350,Show Room,278B Queen St W,M5V 2A1,11,43.6404,-79.3995
351,Fabio European Mens Clothing,250 Wellington St W /129,M5V 3P6,11,43.6404,-79.3995
352,Aritzia,280 Queen St W,M5V 2A1,11,43.6404,-79.3995
353,Ardene,200 Front St E,M5A 4T9,0,43.6555,-79.3626
354,Titika Canada Inc,357 Queen St W,M5V 2A4,11,43.6404,-79.3995
355,Clair's Boutique,286 Queen St W,M5V 2A1,11,43.6404,-79.3995
356,Dynasty Gift Boutique,407 Yonge St,M5B 1S9,0,43.6572,-79.3783
357,Northern Stores Inc,40 Gerrard St E,M5B 2E8,0,43.6572,-79.3783
358,Cora Couture Fashion &amp; Shoe Boutique,2402 Valley Hts,M5G,0,43.6564,-79.38600000000002
359,Fashion Wearhouse Of Parliament,411 1/2 Parliament,M5G,0,43.6564,-79.38600000000002
360,Mendocino,294 Queen Street West,M5V 2A1,11,43.6404,-79.3995
361,Her Boutique,384 Yonge,M5G,0,43.6564,-79.38600000000002
362,Femme De Carriere,175 Elm St,M5T 2Z8,0,43.6541,-79.3978
363,Escada Canada Inc,175 Elm St,M5T 2Z8,0,43.6541,-79.3978
364,Bikini Bay,359 Queen St W,M5V 2A4,11,43.6404,-79.3995
365,Revolver,53 Ontario St,M5A 2V1,0,43.6555,-79.3626
366,Gap Inc (Canada),375 Queen St W,M5V 2A5,11,43.6404,-79.3995
367,Best Beaded Jewellery,340 Dundas St W.,M5T 1G5,0,43.6541,-79.3978
368,Nakano Style,387 Queen St W,M5V 2A5,11,43.6404,-79.3995
369,Far Away Eyes,295 Queen Street East,M5A 1S7,0,43.6555,-79.3626
370,Bedo,318 Queen St W,M5V 2A2,11,43.6404,-79.3995
371,Pixie Girl,3580 Sheppard E,M5G,0,43.6564,-79.38600000000002
372,Martens (On Queen),391 Queen St W,M5V 2A5,11,43.6404,-79.3995
373,Esprit De Corp,Eatons C,M5G,0,43.6564,-79.38600000000002
374,Bizou,393 Queen St W,M5V 2A5,11,43.6404,-79.3995
375,Sankets Canada Inc,6 Rangelex Dr,M5G,0,43.6564,-79.38600000000002
376,K Jamson,200 Wind Flowergate,M5G,0,43.6564,-79.38600000000002
377,Brandy Melville,326 Queen St W,M5V 2A2,11,43.6404,-79.3995
378,Club Monaco-Queen Street,403 Queen St W,M5V 2A5,11,43.6404,-79.3995
379,Nifties Fashions,777 Bay St,M5G 2C8,0,43.6564,-79.38600000000002
380,Into Ladies Fashion,777 Bay,M5G,0,43.6564,-79.38600000000002
381,Winners Merchants Intl,444 Yonge St,M4Y 1X9,0,43.6656,-79.383
382,Guess Store #5976,409 Queen St W,M5V 2A5,11,43.6404,-79.3995
383,Guess Inc,409 Queen St W,M5V 2A5,11,43.6404,-79.3995
384,Le Chateau,336 Queen St W,M5V 2A2,11,43.6404,-79.3995
385,Fairweather,1237 Finch W,M5G,0,43.6564,-79.38600000000002
386,Le Chateau,336- 340 Queen St West,M5V 2A2,11,43.6404,-79.3995
387,Burberry Limited,146 Bloor W,M5G,0,43.6564,-79.38600000000002
388,Femme De Carriere,131 3401 Dufferin,M5G,0,43.6564,-79.38600000000002
389,Shep Gangbar Agencies Ltd,2770 Dufferin,M5G,0,43.6564,-79.38600000000002
390,Costa Blanca,900 Dufferin,M5G,0,43.6564,-79.38600000000002
391,Aglaia Dress,2770 Dufferin,M5G,0,43.6564,-79.38600000000002
392,Tanya Lam Design,207 Queens Quay W,M5J 1A7,11,43.62300000000001,-79.3936
393,Take A Walk On The Wildside Inc,161 Gerrard St E,M5A 2E4,0,43.6555,-79.3626
394,Cornell Trading Ltd,346 Queen St W,M5V 2A2,11,43.6404,-79.3995
395,Lululemon Athleticca,342 Queen St W,M5V 2A2,11,43.6404,-79.3995
396,Fraiche,348 Queen St W,M5V 2A2,11,43.6404,-79.3995
397,Spoof,350 Queen Street West,M5V 2A2,11,43.6404,-79.3995
398,Borderline Plus,425 Queen St W,M5V 2A5,11,43.6404,-79.3995
399,Castle Bridal,Suite 2306 - 21 Carlton st,M5B 1L3,0,43.6572,-79.3783
400,Priceless Fashions,350 Queen St W,M5V 2A2,11,43.6404,-79.3995
401,Made Clothing,145 Berkeley,M5G,0,43.6564,-79.38600000000002
402,Clic Klak Accessories,427 Queen St W,M5V 2A5,11,43.6404,-79.3995
403,H&amp;M Hennes Mauritz,427 Queen St W,M5V 2A5,11,43.6404,-79.3995
404,H &amp; M,427 Queen St W,M5V 2A5,11,43.6404,-79.3995
405,H&amp;M,427 Queen St W,M5V 2A5,11,43.6404,-79.3995
406,Neo Look,444 Yonge St,M5B 2H4,0,43.6572,-79.3783
407,MADE Clothing Co.,145 Berkeley St,M5A 2X1,0,43.6555,-79.3626
408,Guess Store 5976,364 Queen St W,M5V 2A2,11,43.6404,-79.3995
409,Mexx,364 Queen St W,M5V 2A2,11,43.6404,-79.3995
410,June Fashion,422 Dundas St W,M5T 1G7,0,43.6541,-79.3978
411,Bawa International,129 Spadina Av,M5V 2L3,11,43.6404,-79.3995
412,JLQS Inc,433 Queen St W,M5V 2A5,11,43.6404,-79.3995
413,"LuvTies, Inc.",118 Tower Hill Rd. PO Box 20045,L4E 0K6,9,43.9394,-79.4349
414,Classy Collection,101 Spadina Av,M5V 2K2,11,43.6404,-79.3995
415,Fair Lady Fashions,900 Dufferin,M5G,0,43.6564,-79.38600000000002
416,ThizGuy Personalized T-Shirts,Adelaide Street East,M5A 2Y8,0,43.6555,-79.3626
417,Le Chateau,900 Dufferin,M5G,0,43.6564,-79.38600000000002
418,Cloud 9,372 Queen St W,M5V 2A2,11,43.6404,-79.3995
419,Lorne's Coats,101 Spadina Ave,M5V 2K2,11,43.6404,-79.3995
420,Cotton Ginny,419 King St W,M5V 1K2,11,43.6404,-79.3995
421,Mark's Work Wearhouse,419 King St W,M5V 1K2,11,43.6404,-79.3995
422,Lululemon Athleticca,147 Spadina Av,M5V 2L7,11,43.6404,-79.3995
423,Winners 204,57 Spadina Ave,M5V 2J2,11,43.6404,-79.3995
424,Branded Boutique  Designer Collections,161 Spadina Ave,M5V 2L6,11,43.6404,-79.3995
425,City of Angels,439 Queen St W,M5V 2A5,11,43.6404,-79.3995
426,Js Group,5555 Richmond W,M5V 3C2,11,43.6404,-79.3995
427,Garage Clothing Co (The),419 King St W,L1H 2K5,5,43.9721,-78.8837
428,Bluenotes,419 King St W,L1H 2K5,5,43.9721,-78.8837
429,Le Chateau Store,419 King St W,L1H 2K5,5,43.9721,-78.8837
430,Reitman's (Ont) Ltd,419 King St W,L1H 2K5,5,43.9721,-78.8837
431,Contrasta Belts And Designs,87 Ave,M5G,0,43.6564,-79.38600000000002
432,Reitmans Inc,Parkway Plaza,M5G,0,43.6564,-79.38600000000002
433,She Boutique,4438 Sheppard E,M5G,0,43.6564,-79.38600000000002
434,Avenue Couture,87 Ave,M5G,0,43.6564,-79.38600000000002
435,New Fashion Centre,96 Spadina Ave,M5V 2J6,11,43.6404,-79.3995
436,Winners Merchants Intl,Spadina,M5V 2J2,11,43.6404,-79.3995
437,Interface Technologies,386 Dundas St E,M5A 2A5,0,43.6555,-79.3626
438,Firm Foundation The,384 Queen St W,M5V 2A6,11,43.6404,-79.3995
439,Sixty Canada Retail Inc,174 Spadina Ave,M5T 2C2,0,43.6541,-79.3978
440,Best Clothing Design,431 Richmond St W,M5V 1X9,11,43.6404,-79.3995
441,Total World Fashion,700 University Ave,M5G 1Z5,0,43.6564,-79.38600000000002
442,Boutique Chez Tshianda,398 Dundas St E,M5A 2A5,0,43.6555,-79.3626
443,Vapour Boutique,188 Spadina Ave,M5T 3A4,0,43.6541,-79.3978
444,Marilyn's,200 Spadina Avenue,M5T 2C2,0,43.6541,-79.3978
445,Robo Fashion Jewlery,459 Queen St W,M5V 2A9,11,43.6404,-79.3995
446,Hells Belles Inc,463 Queen St W,M5V 2A9,11,43.6404,-79.3995
447,Second Nature Boutique,514 Mt Pleasant,M5G,0,43.6564,-79.38600000000002
448,S Spadina Fashion Inc.,253 Spadina Ave,M5T 2E3,0,43.6541,-79.3978
449,Regen Int Inc,251 Spadina Ave,M5T 2E2,0,43.6541,-79.3978
450,Nu Hoang,222 Av Spadina,M5T 2C2,0,43.6541,-79.3978
451,Authentic Couture The Premier,222 Spadina Ave,M5T 3B3,0,43.6541,-79.3978
452,Clover Fashion &amp; Accessories,222 Spadina Ave,M5T 3B3,0,43.6541,-79.3978
453,AceTag,272 Parliament St,M5A 3A4,0,43.6555,-79.3626
454,Urban Outfitters,477 Queen St W,M5V 2A9,11,43.6404,-79.3995
455,P And H Fashion,222 Spadina Ave,M5T 3B3,0,43.6541,-79.3978
456,Iq T-Shirts For Events,219-222 Spadina Ave,M5T 3B3,0,43.6541,-79.3978
457,Boutique Lafricaine,432 Dundas St E,M5A 2A8,0,43.6555,-79.3626
458,F As In Frank,418 Queen St W,M5V 2A7,11,43.6404,-79.3995
459,Yasmin's Boutique,436 Dundas St E,M5A 2A8,0,43.6555,-79.3626
460,Brava,483 Queen St W,M5V 2A9,11,43.6404,-79.3995
461,Bang-On,489 Queen St W,M5V 2B4,11,43.6404,-79.3995
462,J J's Boutique,280 Av Spadina,M5T 3A5,0,43.6541,-79.3978
463,Si Qi Inc,280 Spadina Ave,M5T 3A5,0,43.6541,-79.3978
464,TDOT Clothing,511 Yonge Street,M4Y 1Y3,0,43.6656,-79.383
465,L A Boutique Fabrics,495 Queen St W,M5V 2B4,11,43.6404,-79.3995
466,American Apparel,499 Queen St W,M5V 2B4,11,43.6404,-79.3995
467,S T Electronics,495 King St W,M5V 1K4,11,43.6404,-79.3995
468,Kind Exchange,512 Yonge St,M4Y 1X9,0,43.6656,-79.383
469,Classic 2000,515 Yonge St,M4Y 1Y3,0,43.6656,-79.383
470,Tim Hou Inc,280 Spadina,M5T 3A5,0,43.6541,-79.3978
471,American Apparel,499 Queen Street West,M5V 2B4,11,43.6404,-79.3995
472,Peach Beserk Cocktails,507 Queen St W,M5V 2B4,11,43.6404,-79.3995
473,Broadway Fashions,518 Yonge St,M4Y 1X9,0,43.6656,-79.383
474,FX Boutique,515 Queen St W,M5V 2B4,11,43.6404,-79.3995
475,Yu Yun Company,526 Dundas St W,M5T 1H3,0,43.6541,-79.3978
476,Distillery Clothing Inc,21 Trinity St,M5A 3T1,0,43.6555,-79.3626
477,Samet Hoisery Inc.,333 Spadina Avenue,M5T 2E9,0,43.6541,-79.3978
478,Willie Tsang,11 Brunel Crt,M5V 3Y3,11,43.6404,-79.3995
479,Tm Corp,162 Huron St,M5T 2B4,0,43.6541,-79.3978
480,Jessica Rose,17 Trinity St,M5A 3T1,0,43.6555,-79.3626
481,Blooming,423 Queen St E,M5A 1T5,0,43.6555,-79.3626
482,Warnaco Of Canada,539 King St W,M5V 1M1,11,43.6404,-79.3995
483,Mama Loves You,541 Queen St W,M5V 2B6,11,43.6404,-79.3995
484,Liliths Garden Ltd,541 Queen St W,M5V 2B6,11,43.6404,-79.3995
485,Ironhead,555 Queen Street West,M5V 2B6,11,43.6404,-79.3995
486,Grapes Boutique,572 King St W,M5V 1M3,11,43.6404,-79.3995
487,The Fairies Pyjamas,29 Kensinton ave,M5T 2J8,0,43.6541,-79.3978
488,TwyLite,4 KENSINGTON AVENUE,M5T 2J7,0,43.6541,-79.3978
489,Flash Back,35 Kensington Ave,M5T 2J8,0,43.6541,-79.3978
490,Alter Ego Inc,488 Wellington St W,M5V 1E3,11,43.6404,-79.3995
491,Red Roses International Inc.,396 Spadina Ave,M5T 2G5,0,43.6541,-79.3978
492,Exile,20 Kensington Ave,M5T 2J7,0,43.6541,-79.3978
493,Boga Moda,10 Wellesley St W,M4Y 1E7,0,43.6656,-79.383
494,Fashion Design Council Of Canada,30 Maud,M5G,0,43.6564,-79.38600000000002
495,Clic Klak Fashion Studio,38 Av Kensington,M5T 2J9,0,43.6541,-79.3978
496,Creative Apparel,390 Spadina Av,M5T 2G5,0,43.6541,-79.3978
497,Elsa Fashion,404 Spadina Avenue,M5T 2G7,0,43.6541,-79.3978
498,Tibetan Boutique,161 Baldwin St,M5T 1L9,0,43.6541,-79.3978
499,Lumieres de Baia,486 Queen St W,M5V 2B3,11,43.6404,-79.3995
500,Black Market Vintage Clothing,38 Kensington Ave,M5T 2J9,0,43.6541,-79.3978
501,Dancing Days,17 Kensington Ave,M5T 2J8,0,43.6541,-79.3978
502,Pacific Marketing Company,414-B Spadina Avenue,M5T 2G7,0,43.6541,-79.3978
503,Lileo,55 Mill St,M5A 3C4,0,43.6555,-79.3626
504,Roma Rush,504 Queen St W,M5V 2B3,11,43.6404,-79.3995
505,Cotton Best,426 Spadina Ave,M5T 2G7,0,43.6541,-79.3978
506,Cotton Best Inc,426 Spadina Ave,M5T 2G7,0,43.6541,-79.3978
507,Cat's Cradle Clothing Boutique,596 Yonge St,M4Y 1Z3,0,43.6656,-79.383
508,Axiom Ladies Boutique,592 Yonge St,M4Y 1Z3,0,43.6656,-79.383
509,Vintage Depot,70 Kensington Ave,M5T 2K1,0,43.6541,-79.3978
510,Importations Globe T-shirt ET.,413 Spadina Ave.,M5T 2G6,0,43.6541,-79.3978
511,Winners,585 Queen St W,M5V 2B7,11,43.6404,-79.3995
512,Cleopatra Fashion,459 Parliament St,M5A 3A3,0,43.6555,-79.3626
513,Joe Fresh,589 Queen St W,M5V 2B7,11,43.6404,-79.3995
514,Vixon,620 Yonge St,M4Y 1Z8,0,43.6656,-79.383
515,Capers,530 Adelaide St W,M5V 1T5,11,43.6404,-79.3995
516,Comrags,202-626 King St W,M5V 1M7,11,43.6404,-79.3995
517,That's Badd,628 Yonge St,M4Y 1Z8,0,43.6656,-79.383
518,Shoe La La,628 Yonge St,M4Y 1Z8,0,43.6656,-79.383
519,Jessy's,599 Yonge St,M4Y 1Z4,0,43.6656,-79.383
520,Ahha Apparel,636 King St W,M5V 1M7,11,43.6404,-79.3995
521,Gold's Dry Goods,237 Augusta Ave,M5T 2L8,0,43.6541,-79.3978
522,Fisher &amp; Company,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
523,Vickie Stein Sales,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
524,Marlene's Agency,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
525,V Fraas Manufacturing Inc,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
526,Exhibit 512,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
527,Modes Klaus Steilmann Inc Les,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
528,Sparkles,634 Yonge St,M4Y 1Z8,0,43.6656,-79.383
529,Fashion Shop,634 Yonge St,M4Y 1Z8,0,43.6656,-79.383
530,Frizzante Moda Inc,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
531,Linda Leigh Jackson Inc,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
532,Collection E G,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
533,Lacoste,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
534,Vicki Schofield Sales Agency Inc,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
535,Second Thoughts Clothing,503 Parliament St,M4X 1P3,0,43.6684,-79.3689
536,Sam's Vintage Clothing,206 Augusta Av,M5T 2L6,0,43.6541,-79.3978
537,Shoji Clothing,222 Augusta Ave,M5T 2L6,0,43.6541,-79.3978
538,Jessica Season Wear,259 Augusta Ave,M5T 2M1,0,43.6541,-79.3978
539,Twice Is Nice,261 Augusta Ave,M5T 2M1,0,43.6541,-79.3978
540,House Of Lorraine,648 Yonge St,M4Y 2A6,0,43.6656,-79.383
541,Luma Fashions Inc,240 Augusta Ave,M5T 2L7,0,43.6541,-79.3978
542,Stylekick Inc.,639 Queen St. West,M5V 2B5,11,43.6404,-79.3995
543,Model Citizen,279 Agusta,M5G,0,43.6564,-79.38600000000002
544,Jean Xchange,660 Yonge St,M4Y 2A6,0,43.6656,-79.383
545,Mudo Clothing,660 Yonge St,M4Y 2A6,0,43.6656,-79.383
546,Model Citizen,279 Augusta Ave,M5T 2M1,0,43.6541,-79.3978
547,Dumo Clothing,668 Yonge St,M4Y 2A6,0,43.6656,-79.383
548,Farley Chatto Designs,525 Adelaide St W,M5V 1T6,11,43.6404,-79.3995
549,Playdead Inc,254 Augusta Ave,M5T 2L7,0,43.6541,-79.3978
550,Shkank Inc,672 Yonge St,M4Y 2A6,0,43.6656,-79.383
551,Riant Boutique,35 Bathurst St,M5V 2P2,11,43.6404,-79.3995
552,Himalayan Hand Craft,674a Yonge St,M4Y 2A6,0,43.6656,-79.383
553,Morning Star Trading Company,680 Yonge St,M4Y 2A6,0,43.6656,-79.383
554,Chenson Industrial Inc,700 King St W,M5V 2Y6,11,43.6404,-79.3995
555,Ross Mayer,74 Bathurst St,M5V 2P5,11,43.6404,-79.3995
556,Snoopyz One Stop Shop,707 Dundas St west,M5T 2W6,0,43.6541,-79.3978
557,Bedo,663 Yonge St,M4Y 1Z9,0,43.6656,-79.383
558,Eza Wear,695 Queen St W,M6J 1E6,11,43.648,-79.4177
559,Sport &amp; Street Clothing Co Ltd,665 Yonge St,M4Y 1Z9,0,43.6656,-79.383
560,Sol'Exotica Tan,718 Yonge St,M4Y 2B3,0,43.6656,-79.383
561,Fieerce Boutique,718 Yonge St,M4Y 2B3,0,43.6656,-79.383
562,Tibet Arts &amp; Crafts,703 Queen St W,M6J 1E6,11,43.648,-79.4177
563,Fashionable Yours,MAIN-632 Queen W,M5G,0,43.6564,-79.38600000000002
564,Seveneighty,709 Queen St W,M6J 1E6,11,43.648,-79.4177
565,Bully Garment,711 Queen St W,M6J 1E6,11,43.648,-79.4177
566,Voluptuous,636 Queen St W,M6J 1E4,11,43.648,-79.4177
567,Le Chateau,Upr Lev,M5S 2Z3,16,43.6629,-79.3987
568,Eve Fashion,725 King St W,M5V 2W9,11,43.6404,-79.3995
569,Little Black Dress Shop,135 Tecumseth St Unit 7,M6J 2H2,11,43.648,-79.4177
570,Mia Fashions Ltd,21 Classic Ave,M5S 2Z3,16,43.6629,-79.3987
571,Dress Code,548 Carlton,M5G,0,43.6564,-79.38600000000002
572,New Fashion Shop,763 Dundas St W,M6J 1T9,11,43.648,-79.4177
573,Comrags,654 Queen St W,M6J 1E5,11,43.648,-79.4177
574,Yonge Sports,760 Yonge St,M4Y 2B6,0,43.6656,-79.383
575,The Store On Queen,662 Queen St W,M6J 1E5,11,43.648,-79.4177
576,Le Chateau,772 Yonge St,M4Y 2B6,0,43.6656,-79.383
577,Le Chateau,772 Yonge St,M4Y 2B6,0,43.6656,-79.383
578,Grace Clothing &amp; Linen Inc,565 Sherbourne St,M4X 1W7,0,43.6684,-79.3689
579,Logan &amp;Finley,670 Queen St W,M6J 1E5,11,43.648,-79.4177
580,Mudo Clothing,721 Yonge St,M4Y 2B5,0,43.6656,-79.383
581,San Remo Boutique,23 St Thomas,M5G,0,43.6564,-79.38600000000002
582,H&amp;M Hennes&amp;Maurtz,15 Bloor St W,M4W 1A3,12,43.6827,-79.373
583,Preemala,803 Dundas St,M5G,0,43.6564,-79.38600000000002
584,Petra Karthaus Austrian Look,55 Bloor St W,M4W 1A5,12,43.6827,-79.373
585,French Connection Canada,11 Bloor St W,M4W 1A3,12,43.6827,-79.373
586,Black Goat Cashmere (Ontario) Inc,131 Bloor St W,M5S 1R1,16,43.6629,-79.3987
587,Lacoste Boutique,Bloor W,M5S 1R1,16,43.6629,-79.3987
588,Guess Canada Retail Inc,77 Bloor St W,M5S 1M2,16,43.6629,-79.3987
589,Response,690 Queen St W,M6J 1E7,11,43.648,-79.4177
590,Dolce And Gabbana,111 Bloor St W,M5S 1P7,16,43.6629,-79.3987
591,Champagne 8&lt; Cupcakes,690 Queen St W,M6J 1E7,11,43.648,-79.4177
592,Giani Knitwear &amp; Fashions,60 Bloor St W,M4W 3B8,12,43.6827,-79.373
593,Fresh Collective The,692 Queen St W,M6J 1E7,11,43.648,-79.4177
594,Zara Canada Inc,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
595,Rw &amp; Co,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
596,Prada Usa Corp.,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
597,Zara Canada,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
598,Prada uSA Corp,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
599,Zena Woman,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
600,BCBG Max Azria Canada Inc,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
601,Aritzia,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
602,83 Bloor,83 Bloor St W,M5S 1M1,16,43.6629,-79.3987
603,Benbloor Store Inc,102 Bloor St W,M5S 1M8,16,43.6629,-79.3987
604,Benetton,102 Bloor St W,M5S 1M8,16,43.6629,-79.3987
605,Talbots,2 Bloor St W,M4W 2G7,12,43.6827,-79.373
606,HBO Toronto,2 Bloor St W,M4W 3E2,12,43.6827,-79.373
607,Rosana's Boutique,2 Bloor St W,M4W 3E2,12,43.6827,-79.373
608,Farouchi Fashion,2 Bloor St W,M4W 3E2,12,43.6827,-79.373
609,Ixia Boutique,2 Bloor St W,M4W 3E2,12,43.6827,-79.373
610,Bargain Joint,2 Bloor St W,M4W 3E2,12,43.6827,-79.373
611,Options For Her,151 Bloor St W,M5S 1T5,16,43.6629,-79.3987
612,Chanel Boutique,131 Bloor St W,M5S 1R1,16,43.6629,-79.3987
613,Pho Pa,698 Queen St W,M6J 1E7,11,43.648,-79.4177
614,Kamakazi Style Boutique,781 Queen St W,M6J 1G1,11,43.648,-79.4177
615,Banana Republic,80 Bloor St W,M5S 2V1,16,43.6629,-79.3987
616,Selin Fashions Limited,2 Bloor St E,M4W 1A8,12,43.6827,-79.373
617,Bcbg Max Azria Canada Inc,2 Bloor St E,M4W 1A8,12,43.6827,-79.373
618,Miori Boutique,2 Bloor St E,M4W 1A8,12,43.6827,-79.373
619,Jean Machine,2 Bloor St E,M4W 1A8,12,43.6827,-79.373
620,Club Monaco International,157 Bloor St W,M5S 1P7,16,43.6629,-79.3987
621,Club Monaco - Yorkville,157 Bloor St W,M5S 1P7,16,43.6629,-79.3987
622,Tax Boutique LTD,2 Bloor St W,M4W 3E2,12,43.6827,-79.373
623,Magpie Design,702 Queen St W,M6J 1E6,11,43.648,-79.4177
624,Phopa Inc,702 Queen St W,M6J 1E7,11,43.648,-79.4177
625,Prada Canada Corp,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
626,Trelphii Interprises Inc,801 King St W,M5V 3C9,11,43.6404,-79.3995
627,Shop Andrew,793 Queen St W,M6J 1G1,11,43.648,-79.4177
628,Psyche,708 Queen St W,M6J 1E8,11,43.648,-79.4177
629,Hermes,130 Bloor St W,M5S 1N5,16,43.6629,-79.3987
630,Hermes,130 Bloor St W,M5S 1N6,16,43.6629,-79.3987
631,Hyba,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
632,Holt Renfrew,100 Bloor St W,M5S 1M4,16,43.6629,-79.3987
633,Mia Inc,20 Bloor St E,M4Y,0,43.6656,-79.383
634,Brooks Brothers Canada Lt,110 Bloor St W,M5S 1M4,16,43.6629,-79.3987
635,Escada Canada Inc,110 Bloor St W,M5S 2W7,16,43.6629,-79.3987
636,C Boutique,809 Queen St W,M6J 1G1,11,43.648,-79.4177
637,Quasar Mode French Imports,1240 Bay St,M5R 2A7,16,43.6736,-79.4035
638,Elizabeth Kay,55 Bloor St W,M4W 1A5,12,43.6827,-79.373
639,Body Blue,724 Queen St W,M6J 1E8,11,43.648,-79.4177
640,Nicolas Women,153 Cumberland St,M5R 1A2,16,43.6736,-79.4035
641,Swimsuit Essentials,114 Cumberland St,M5R 1A6,16,43.6736,-79.4035
642,Vineca Gray Couturière,670 Parliament Street,M4X 1R4,0,43.6684,-79.3689
643,Motion Clothing CO Ltd,106 Cumberland St,M5R 1A6,16,43.6736,-79.4035
644,L'Elegante Ltd,132 Cumberland St,M5R 1A6,16,43.6736,-79.4035
645,Carry Maternity,110 Cumberland St,M5R 1A6,16,43.6736,-79.4035
646,Accessity,136 Cumberland St,M5R 1A6,16,43.6736,-79.4035
647,RAC Boutique,124 Cumberland St,M5R 1A6,16,43.6736,-79.4035
648,Hugo Boss Canada Inc,138 Cumberland St,M5R 1A6,16,43.6736,-79.4035
649,Giorgio Sport Inc,138 Cumberland St,M5R 1A6,16,43.6736,-79.4035
650,Anne Hung Boutique,829 Queen St W,M6J 1G1,11,43.648,-79.4177
651,The Mothership,831 Queen St W,M6J 1G1,11,43.648,-79.4177
652,Formes Maternity,128 Cumberland St,M5R 1A6,16,43.6736,-79.4035
653,Divine Decadence Originals Vintage Couture,128 Cumberland St,M5R 1A6,16,43.6736,-79.4035
654,Internal Design Canada,1235 Bay Street,M5R 3K4,16,43.6736,-79.4035
655,M0851,1-38 Avenue Rd,M5R 2G2,16,43.6736,-79.4035
656,Kate Spade,138 Cumberland St,M5R 1A6,16,43.6736,-79.4035
657,Options For Her,163 Cumberland St,M5R 1A2,16,43.6736,-79.4035
658,Ca Va De Soi Tricots Inc.,138 Cumberland St,M5R 1A6,16,43.6736,-79.4035
659,Corbo Studio Inc,162 Cumberland St,M5R 3N5,16,43.6736,-79.4035
660,Kumari's Ltd.,25 Bellair Street,M5R 3L3,16,43.6736,-79.4035
661,Roxby Enterprises Inc,162 Cumberland St,M5R 1A8,16,43.6736,-79.4035
662,Tanya Heath Paris (Canada),138 Cumberland St,M5R 1A6,16,43.6736,-79.4035
663,Menagerie De Nuit,858 King St W,M5V 1P1,11,43.6404,-79.3995
664,Girl Friday,740 Queen St W,M6J 1E9,11,43.648,-79.4177
665,Maxi Boutique,27 Bellair St,M5R 2C8,16,43.6736,-79.4035
666,Kamakazi Kids,744 Queen St W,M6J 1E9,11,43.648,-79.4177
667,Academy Of Learning Computer &amp; Business Career College,1255 Bay St,M5R 2A9,16,43.6736,-79.4035
668,Unique Group Corporation,29 Bellair St,M5R 2C8,16,43.6736,-79.4035
669,Nanni,101 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
670,Georges Rech,101 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
671,Lida Baday Ltd,70 Claremont St,M6J 2M5,11,43.648,-79.4177
672,Lida Baday Ltd,70 Claremont St,M6J 2M5,11,43.648,-79.4177
673,Ewanika,490 College St,M6G 1A4,16,43.6683,-79.4205
674,Y5,5 Yorkville Ave,M4W 1L1,12,43.6827,-79.373
675,Huh,847 Queen St W,M6J 1G4,11,43.648,-79.4177
676,Fashion Avenue,83 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
677,Louis XIII Boutique,83 Yorkville Ave.,M5R 1C1,16,43.6736,-79.4035
678,Milli Ltd,101 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
679,Over the Rainbow,101 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
680,cop.copine paris,101 Yorkville Avenue,M5R 1C1,16,43.6736,-79.4035
681,Paris Samples,101 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
