,store_name,street_address,postal_code,cluster,lat,long
1318,Tall Girl Shop Ltd,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1319,Guess Canada,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1320,Club Monaco Int,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1321,Tristan Yorkdale Shopping Centre,3401 Dufferin Street,M6A 2T9,2,43.7223,-79.4504
1322,Esprit De Corp,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1323,Fossil,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1324,Dynamite Boutique,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1325,Roots Canada Ltd,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1326,White House Black Market,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1327,Zara Canada,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1328,Zara Canada,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1329,American Eagle,3401 Dufferin Street,M6A 2T9,2,43.7223,-79.4504
1330,Honey,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1331,Ann Taylor Loft,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1332,Bcbg Max Azria Canada Inc,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1333,Tory Burch,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1334,Wallstreet,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1335,L'officiel,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1336,Eddie Bauer,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1337,Mango,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1338,Ivivva Athletica,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1339,Old Navy,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1340,Costa Blanca,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1341,Gap The,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1342,Urban Behavior,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1343,Coat Company The,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1344,Banana Republic,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1345,Sixty Canada Retail,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1346,Bluenotes Outlet,110 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1347,Randy River,109 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1348,Superb Fashions Ltd,89 Bentworth Ave,M6A 1P6,2,43.7223,-79.4504
1349,A Wa Bath Boutique Wholesale Group LTD,89 Bentworth Ave,M6A 1P6,2,43.7223,-79.4504
1350,Fairweather Ltd,111 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1351,Foot Locker Canada,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1352,Bluenotes Ltd,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1353,Chanel Boutique,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1354,Garage,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1355,Jack &amp;Jones,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1356,True Religion Apparel,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1357,Urban Outfitters,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1358,Oak +fort Yorkdale,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1359,Loft,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1360,Ted Baker Ltd,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1361,Devanlay Boutique,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1362,Anthropologic,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1363,Brandy Melville,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1364,True Religion Apparel,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1365,The Bay,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1366,West 49,116 Orfus Rd,M6A 1L9,2,43.7223,-79.4504
1367,Sirens,110 Orfus Rd,M6A 1L9,2,43.7223,-79.4504
1368,Saud Lodhi,1 Eglinton Sq,M1L 2K1,14,43.7122,-79.2843
1369,Fashionrama,1 Eglinton Square,M1L 2K1,14,43.7122,-79.2843
1370,Zara,1 Yorkdale Rd,M6A 2T9,2,43.7223,-79.4504
1371,Martoni Fashions Ltd,1194 Caledonia,M5G,0,43.6564,-79.38600000000002
1372,West 49,3401 Dufferin St,M6A 3A1,2,43.7223,-79.4504
1373,Forever 21,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1374,Bluenotes,1203 Caledonia Rd,M6A 2X3,2,43.7223,-79.4504
1375,ACE Fashion,1 Yorkdale Rd,M6A 3A1,2,43.7223,-79.4504
1376,Pari Mode Inc-Royal Lingerie,10 Tudor Gate,M2L 1N4,18,43.7547,-79.3764
1377,American Apparel Canada,1 Yorkdale,M5G,0,43.6564,-79.38600000000002
1378,American Eagle Outfitters,218 Yonge Blvd,M5M 3H8,2,43.7335,-79.4177
1379,Aerie By American Eagle,218 Yonge Blvd,M5M 3H8,2,43.7335,-79.4177
1380,Bebe,218 Yonge Blvd,M5M 3H8,2,43.7335,-79.4177
1381,Bashment Boutique,1353 Weston Rd,M6M 4R9,6,43.6934,-79.4857
1382,The Levi's Store,218 Yonge Blvd,M5M 3H8,2,43.7335,-79.4177
1383,Urban Outfitters,235 Yonge Blvd,M5M 3J1,2,43.7335,-79.4177
1384,Blonder Stan,153 Bridgeland Ave,M6A 2Y6,2,43.7223,-79.4504
1385,Lisa Fashions Inc,247 Bridgeland Ave,M6A 1Y7,2,43.7223,-79.4504
1386,Short Cuts,31 Railside Rd,M3A 1B2,18,43.7545,-79.33
1387,J&amp;W Jobbers Ltd,300 Bridgeland Ave,M6A 1Z4,2,43.7223,-79.4504
1388,Trio Fashions,1315 Lawrence Ave E,M3A 1C6,18,43.7545,-79.33
1389,Hear Maxx,861 Jane Street,L6V 4G5,3,43.7059,-79.7626
1390,Ports International,85 Scarsdale Rd,M3B 2R2,18,43.745,-79.359
1391,Bravado Designs,60 Scarsdale Rd,M3B 2R7,18,43.745,-79.359
1392,Blu Tailor Inc,1919 Lawrence Ave E,M9N 1G8,6,43.7068,-79.517
1393,Accurate Clothing Care,808 York Mills Rd,M3B 1X9,18,43.745,-79.359
1394,Glady's Variedades,1744 Jane St,M9N 2S9,6,43.7068,-79.517
1395,Stein Ruth Fashions,1865 Leslie St,M3B 2M3,18,43.745,-79.359
1396,Saint Honoré,808 York Mills Rd,M3B 1X8,18,43.745,-79.359
1397,Calvin Henry,1816 Jane St,M9N 2T3,6,43.7068,-79.517
1398,Jafar Global Fashion,1798 Weston Rd,M9N 1V8,6,43.7068,-79.517
1399,Schindler Couture Inc,1987 Leslie St,M3B 2M3,18,43.745,-79.359
1400,Flying Start Sports Uniforms &amp; Trophies,2089 Lawrence Ave W,M9N 1H8,6,43.7068,-79.517
1401,Feeling Fine,1921 Weston Rd,M9N 1W7,6,43.7068,-79.517
1402,Silk Thread,2086 Av Lawrence O,M9N 1J1,6,43.7068,-79.517
1403,Agwu Stanley,3 John St,M9N 1J2,6,43.7068,-79.517
1404,Versions,54 Queen'S Dr,M9N 2H4,6,43.7068,-79.517
1405,Midas Safety,255 Duncan Mill Rd,M3B 3H9,18,43.745,-79.359
1406,Iq Promotions,49 Fortrose Crescent,M3A 2H2,18,43.7545,-79.33
1407,Mark's Work Wearhouse,2625D Weston Rd,M9N 3W2,6,43.7068,-79.517
1408,Nygard Moderat Weston Rd,2625A Weston Rd,M9N 3V8,6,43.7068,-79.517
1409,Olsen Collection Outlet,2625 Weston Rd,M9N 3X2,6,43.7068,-79.517
1410,Greenshag,670 Queen St W,M6J 1E5,11,43.648,-79.4177
1411,ZANE,753 Queen Street West.,M6J 1G1,11,43.648,-79.4177
1412,Mulberry,131 Bloor St W,M5S 1R1,16,43.6629,-79.3987
1413,Serpentine,18 Hazelton Ave,M5R 2E2,16,43.6736,-79.4035
1414,Basia,161 Dupont St,M5R 1V5,16,43.6736,-79.4035
1415,Envelop,311 Danforth Ave,M4K 1N7,19,43.6803,-79.3538
1416,Beadle,1582 Dundas St W,M6K 1T8,11,43.6383,-79.4301
1417,Acappella,0 752 St,M6C 1B5,17,43.6915,-79.4307
1418,Gelaskins,2738 Dundas St W,M6P 1Y3,17,43.6605,-79.4633
1419,Trove,2264 Bloor St. W,M6S 1N9,6,43.6512,-79.4828
1420,Adamsco,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1421,Addosso,3381 Yonge St,M4N 2M7,12,43.7301,-79.3935
1422,Barclays,808 York Mills Rd,M3B 1X8,18,43.745,-79.359
1423,Harry Rosen Gentlemen's Apparel Central Office,11 Adelaide St W,M5H 1N1,0,43.6496,-79.3833
1424,Justwhiteshirts.com,40 King St W,M5H 3Y2,0,43.6496,-79.3833
1425,Moores FORMAL RENTALS,Toronto. Moores Clothing For Men. Shoppers World Danforth,M3H 6A7,2,43.7535,-79.4472
1426,Tuor Networks Inc,2 Temperance St,M5C 1X6,0,43.6513,-79.3756
1427,Pinstripe,111 Yonge,M5C 1W4,0,43.6513,-79.3756
1428,Moores Clothing For Men,100 Yonge Street,M5C 2W1,0,43.6513,-79.3756
1429,Tip Top Tailors,419 King St W,L1H 2K5,5,43.9721,-78.8837
1430,Tello Clothiers Inc,100 King W,M5X 1K7,0,43.6492,-79.3823
1431,Sartorial Fine Clothiers,37 King St E,M5C 1E9,0,43.6513,-79.3756
1432,Pace Men's Collection,181 Bay St,M5J 2T3,11,43.62300000000001,-79.3936
1433,Vassi Fine Menswear,100 King Street West,M5X 1K7,0,43.6492,-79.3823
1434,Tip Top Tailors,100 King W,M5X 1K7,0,43.6492,-79.3823
1435,Fresh &amp;Prestige,70 Adelaide St E,M5C 1J5,0,43.6513,-79.3756
1436,Jones Robert Menswear Limited,Royal Bank Plaza 200 Bay St.,M5J 2J1,11,43.62300000000001,-79.3936
1437,Kumar For Men,123 Queen St W,M5H 3M9,0,43.6496,-79.3833
1438,Silka New York New York,123 Queen St W,M5H 3M9,0,43.6496,-79.3833
1439,Harry Rosen Gentlemen's Apparel,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
1440,Banana Republic (Men's),218 Yonge Street,M5B 2H1,0,43.6572,-79.3783
1441,West Coast Inc,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
1442,Stitches,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
1443,Grafton &amp; Company,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
1444,Stylexchange,220 Yonge,M5G,0,43.6564,-79.38600000000002
1445,Jazz Urban Style Inc,3240 Dufferin,M5G,0,43.6564,-79.38600000000002
1446,Pinstripe,900 Dufferin,M5G,0,43.6564,-79.38600000000002
1447,International Clothiers,Scarborough Town Centre,M5G,0,43.6564,-79.38600000000002
1448,Jcrew,220 Yonge,M5G,0,43.6564,-79.38600000000002
1449,Grand National Trouser,100 Marmora,M5G,0,43.6564,-79.38600000000002
1450,Boutique Surmesur Inc,108 Queen St E,M5C 1S6,0,43.6513,-79.3756
1451,Marlon Durrant Custom Shirts,193 Church St,M5B 1Y7,0,43.6572,-79.3783
1452,Mark's Work Wearhouse,65 Dundas St W,M5G 2C2,0,43.6564,-79.38600000000002
1453,Alleyne &amp; Company,115 The Esplanade,M5E 1Y7,0,43.6456,-79.3754
1454,Lee Baron Fashion Ltd,112 Elizabeth St,M5G 1P5,0,43.6564,-79.38600000000002
1455,Fraser Steen 1996 Limited,100 Front W,M5A 1E1,0,43.6555,-79.3626
1456,Berac Fashion Corp,560 20,M5G,0,43.6564,-79.38600000000002
1457,Marlon Durrant Custom Shirt,193 Church,M5G,0,43.6564,-79.38600000000002
1458,Uptown Inc,4 Edward St,M5G 1C9,0,43.6564,-79.38600000000002
1459,Perry's Yorkville Ltd,Bay,M5R 2B1,16,43.6736,-79.4035
1460,Faded Lifestyle,25 John St,M5V 3G6,11,43.6404,-79.3995
1461,Aquarius Men's Wear,312 Adelaide St W,M5V 1R2,11,43.6404,-79.3995
1462,Fat Bastard Burrito,187 College St,M5T 1P7,0,43.6541,-79.3978
1463,Knidcer Boxer's 71 MC Caul,71 Mccaul St,M5T 2X1,0,43.6541,-79.3978
1464,Kazuo Fashion,371 Queen St W,M5V 2A4,11,43.6404,-79.3995
1465,Hugo Boss Canada Inc,138 Cumberland,M5G,0,43.6564,-79.38600000000002
1466,Tie Rack (Canada) Ltd,Toronto Eaton Centre,M5G,0,43.6564,-79.38600000000002
1467,Xtreme Clothing Ltd,777 Bay St,M5G 2C8,0,43.6564,-79.38600000000002
1468,Marvellous Maxx,900 Dufferin,M5G,0,43.6564,-79.38600000000002
1469,Jaytex Of Canada,87 Ave,M5G,0,43.6564,-79.38600000000002
1470,Gilbert's Big&amp;Tall Men's Shop,439 King St W,M5V 1K4,11,43.6404,-79.3995
1471,Jeans West,465 Queen St W,M5V 2A9,11,43.6404,-79.3995
1472,Indochino Apparel Inc,King W,M5V 1K4,11,43.6404,-79.3995
1473,Janet Collection,280 Spadina Ave,M5T 3A5,0,43.6541,-79.3978
1474,Underground Clothing,511 Yonge St,M4Y 1Y3,0,43.6656,-79.383
1475,Boyer Henri J,34 Maitland St,M4Y 1C5,0,43.6656,-79.383
1476,Brown's Short Man,545 Queen St W,M5V 2B6,11,43.6404,-79.3995
1477,Brown Clothing,545 Queen St W,M5V 2B6,11,43.6404,-79.3995
1478,Klein Randy Office,517 Wellington W,M5V 1G1,11,43.6404,-79.3995
1479,Proper Reserve,498 Queen St W,M5V 2B3,11,43.6404,-79.3995
1480,Bottomsup Ca Inc,Sherbourne,M4X 1K2,0,43.6684,-79.3689
1481,Empire Customs,116 Fort York Blvd,M5V 4A6,11,43.6404,-79.3995
1482,Out On The Street Inc,551 Church St,M4Y 2E2,0,43.6656,-79.383
1483,Zimmerman Discounts,210 Augusta Ave,M5T 2L6,0,43.6541,-79.3978
1484,Mr Big and Tall,573 King St E,M5A 1M5,0,43.6555,-79.3626
1485,Gotstyle The Mens Store,60 Bathurst St,M5V 2P4,11,43.6404,-79.3995
1486,Cuffwear Inc,993 Queen St W,M6J 1H2,11,43.648,-79.4177
1487,Urban Mode,620 Queen St W,M6J 1E4,11,43.648,-79.4177
1488,Urban Mode,145 Tecumseth St,M6J 2H5,11,43.648,-79.4177
1489,Beau Tie,280 Wellesley St.,M4X 1G7,0,43.6684,-79.3689
1490,Harry Rosen Inc,1600 77 Bloor St W,M5S 1M2,16,43.6629,-79.3987
1491,Yull's,50 Bloor St W,M4W 3L8,12,43.6827,-79.373
1492,American Essentials,63 Polson St,M5A 1A4,0,43.6555,-79.3626
1493,Harry Rosen Gentlemen's Apparel,82 Bloor St W,M5S 1L9,16,43.6629,-79.3987
1494,Delphic Clothing,706 Queen St W,M6J 1E7,11,43.648,-79.4177
1495,Studio Deluxe,793 Queen St W,M6J 1G1,11,43.648,-79.4177
1496,J Crew,110 Bloor St W,M5S 2W7,16,43.6629,-79.3987
1497,Andrew's Ties,2 Bloor St E,M4W 1A8,12,43.6827,-79.373
1498,Salvati Men's Wear Inc,1240 Bay St,M5R 2A7,16,43.6736,-79.4035
1499,Borgo Uomo,87 Cumberland St,M5R 3N7,16,43.6736,-79.4035
1500,Atelier Leonidas,28 Cumberland St,M4W 1J5,12,43.6827,-79.373
1501,Stavros Master Tailors &amp; Shirtmaker,93 Cumberland St,M5R 3N7,16,43.6736,-79.4035
1502,The Brick Shirt House,112 Cumberland St,M5R 1A6,16,43.6736,-79.4035
1503,Nicolas Men's Wear,153 Cumberland St,M5R 1A2,16,43.6736,-79.4035
1504,Stolen Riches,734 Queen St W,M6J 1E9,11,43.648,-79.4177
1505,Uncle Otis Clothing Inc,26 Bellair St,M5R 2C7,16,43.6736,-79.4035
1506,Hugo Shop,18 Hazelton Ave,M5R 2E2,16,43.6736,-79.4035
1507,Osafo Designs,851 Queen St W,M6J 1G4,11,43.648,-79.4177
1508,Domo Co Limited,90 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
1509,Gabbana Boutique,86 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
1510,Gabbana Boutique,86 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
1511,Tarantino Marcello,17 Hazelton Ave,M5R 2E1,16,43.6736,-79.4035
1512,V Hazelton Ltd,5 Hazelton Ave,M5R 1B9,16,43.6736,-79.4035
1513,Klaxon Howl,877 Queen St W,M6J 1G5,11,43.648,-79.4177
1514,Fashion Group Inquattro,33 Hazelton Ave,M5R 2E3,16,43.6736,-79.4035
1515,Jordan Custom Tailors,729 Queen St E,M4M 1H1,19,43.6561,-79.3406
1516,Theodore 1922,374 Bloor St W,M5S 1X7,16,43.6629,-79.3987
1517,Grreat Stuff,870 Queen St W,M6J 1G3,11,43.648,-79.4177
1518,Cuffwear Inc,993 Queen St W,M6J 1H2,11,43.648,-79.4177
1519,Ermenegildo Zegna Canada,160 Pears,M5G,0,43.6564,-79.38600000000002
1520,Casa Lanalgo,1166 Dundas St W,M6J 1X4,11,43.648,-79.4177
1521,Fashion World,352 Pape ave,M4M 2X1,19,43.6561,-79.3406
1522,Fairweather,1000 Gerrard St E,M4M 3G6,19,43.6561,-79.3406
1523,Korry's Clothiers To Gentlemen,569 Danforth Ave,M4K 1P9,19,43.6803,-79.3538
1524,Valentino's Mens Shop,978 Bloor St W,M6H 1L6,17,43.6655,-79.4378
1525,M&amp;M J Ltd,640 Dufferin St,M6K 2B4,11,43.6383,-79.4301
1526,Simon Carter,1493 Dundas St W,M6K 1T6,11,43.6383,-79.4301
1527,My Taylor,1394 Yonge St,M4T 1Y5,12,43.6899,-79.3853
1528,Rucci Shop For Men,1426 Yonge St,M4T 1Y5,12,43.6899,-79.3853
1529,Studio We,1270 Queen St E,M4L 1C4,19,43.6693,-79.3155
1530,Camel Creations Inc,127 Westmoreland Ave,M6H 3A1,17,43.6655,-79.4378
1531,Signature Wear,1408 Queen St W,M6K 1L9,11,43.6383,-79.4301
1532,Tip Top Tailors,900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
1533,The Source Clothing Co Inc,900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
1534,Mark's Work Wearhouse,900 Dufferin St,M6H 4A9,17,43.6655,-79.4378
1535,Bogart Men s Wear,1560 Yonge St,M4T 2S9,12,43.6899,-79.3853
1536,Tuxedo Junction,752 St Clair Ave W,M6C 1B5,17,43.6915,-79.4307
1537,La Tunic,1245 Dupont St,M6H 2A6,17,43.6655,-79.4378
1538,Out On the Street Inc,21 Whitewood Rd,M4S 2X8,12,43.702,-79.3853
1539,McKnight's Men's Wear Limited,23 Whitewood Rd,M4S 2X8,12,43.702,-79.3853
1540,Tuxedo One Inc,1497 Dupont Street,M6P 3S2,17,43.6605,-79.4633
1541,Genesis Men's Wear,1188 St Clair Ave W,M6E 1B4,17,43.6889,-79.4507
1542,Ok'D Moda Giovane,1233 St Clair Ave W,M6E 1B5,17,43.6889,-79.4507
1543,The Source Mens Wear Inc,1567 Bayview Ave,M4G 3B5,12,43.7124,-79.3644
1544,Kingsport Clothiers To Extra Tall Or Larger Gentlemen,313 Eglinton Ave West,M5N 1A1,2,43.7113,-79.4195
1545,Bogarts,363 Eglinton Ave W,M5N 1A3,2,43.7113,-79.4195
1546,Pony Club The Fashion For Men,1983 Queen St E,M4L 1J1,19,43.6693,-79.3155
1547,International Clothiers,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1548,Off The Cuff,5 Broadway Ave,M4P 1T7,12,43.7135,-79.3887
1549,Bellissimo Men's Clothier,882 Eglinton Ave W,M6C 2B6,17,43.6915,-79.4307
1550,Jerome's,2480 Yonge Street,M4P 2H5,12,43.7135,-79.3887
1551,Intuition Toronto,2487 Yonge St,M4P 2H6,12,43.7135,-79.3887
1552,La Manna fashion For Men,2223 Queen St E,M4E 1E8,14,43.6784,-79.2941
1553,BR Clothing International,1549 Eglinton Ave W,M6E 2G9,17,43.6889,-79.4507
1554,Chocky's On Yonge,2584 Yonge St,M4P 2J3,12,43.7135,-79.3887
1555,Unique Fashion,1613 Eglinton Ave W,M6E 2H1,17,43.6889,-79.4507
1556,FREEMAN FORMAL WEAR,2480 Yonge - Eglinton. Jerome'S Gentlemens Apparel Inc.,M5M 3G6,2,43.7335,-79.4177
1557,Fingerprint Design Inc,142 Hillhurst Blvd,M5N 1N8,2,43.7113,-79.4195
1558,Roy's Fashion &amp; Enterprise,1753 Eglinton Ave W,M6E 2H7,17,43.6889,-79.4507
1559,Testa Uomo,2719 Yonge Street,M4N 2H8,12,43.7301,-79.3935
1560,House Of Moss Fashions Ltd,1904 Eglinton Ave W,M6E 2J6,17,43.6889,-79.4507
1561,Cecil Ward &amp; Sons Men's Shop,2416 Bloor St West,M6S 1P9,6,43.6512,-79.4828
1562,Allan Marks Agency,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1563,Bestseller Canada,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1564,Globe Trotter Fashion Gro,79 Wingold,M5G,0,43.6564,-79.38600000000002
1565,Suits &amp;More By Syd Silver,79 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1566,Chabanel Mens Fashions,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1567,Ermanno Clothing For Men,3279 Yonge St,M4N 2L8,12,43.7301,-79.3935
1568,Unique Fashion On The Avenue,1687 Avenue Rd,M5M 3Y3,2,43.7335,-79.4177
1569,Xtreme Clothing Ltd,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1570,Kool Look,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1571,Moores Clothing For Men,3150 Dufferin St,M6A 2T1,2,43.7223,-79.4504
1572,The Hague Neckwear,77 Sheffield St,M6M 3E9,6,43.6934,-79.4857
1573,Braemore Neckwear,12 Densley Ave,M6M 2R1,6,43.6934,-79.4857
1574,Canadian Suit Exchange,Dufferin,M6A 2T2,2,43.7223,-79.4504
1575,MBA Suits Canada,3240 Dufferin St,M6A 2T3,2,43.7223,-79.4504
1576,Western Corral Boots and Jeans,1982 Avenue Rd.,M5M 4A4,2,43.7335,-79.4177
1577,West 49,71 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1578,Pinstripe,103 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1579,Harry Rosen Gentlemen's Apparel,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1580,AX Armani Exchange,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1581,JCrew,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1582,International Clothiers,109 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1583,International Clothiers,111 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1584,Stockhomme,1 Yorkdale Rd,M6A 2T9,2,43.7223,-79.4504
1585,Moores,1810 Eglinton avenue east,M4P 2Y1,12,43.7135,-79.3887
1586,Winestock A Clothiers,30 Caravan Dr,M3B 1N2,18,43.745,-79.359
1587,Jaks Inc,Bridgeland,M6A 2Y6,2,43.7223,-79.4504
1588,Classica Imports,229 Bridgeland Ave,M6A 1Y7,2,43.7223,-79.4504
1589,Heaven's Unisex Fashion Design,1676 Jane St,M9N 2S2,6,43.7068,-79.517
1590,Mixed Styles,19 King St,M9N 1K8,6,43.7068,-79.517
1591,Dietrick's,24 Cross St,M9N 2B9,6,43.7068,-79.517
1592,Aldo Shoes,First Canadian Place,M5X 1K7,0,43.6492,-79.3823
1593,Aldo Shoes,Toronto Eaton Centre,M5B 2H1,0,43.6572,-79.3783
1594,Aldo Shoes,Toronto Eaton Centre,M5B 2H1,0,43.6572,-79.3783
1595,Aldo Shoes,332 Yonge St,M5B 1R8,0,43.6572,-79.3783
1596,Aldo Shoes,349 Queen Street West,M5V 2A5,11,43.6404,-79.3995
1597,Aldo Shoes,Dufferin Mall,M6H 4B1,17,43.6655,-79.4378
1598,Globo,900 Dufferin St,M6H 4B1,17,43.6655,-79.4378
1599,Aldo Shoes,27 Karl Fraser Road,M3C 0E6,18,43.7334,-79.3329
1600,Aldo Shoes,Yorkdale Shopping Centre,M6A 2T9,2,43.7223,-79.4504
1601,The Art Of Shoe Repair,1 Eglinton Sq,M1L 2P4,14,43.7122,-79.2843
1602,highfields  accessories,120 adelaide st w,M5H 1T1,0,43.6496,-79.3833
1603,In Accessories,55 Queen St E,M5C 1R6,0,43.6513,-79.3756
1604,Stage 2,150 King St W,M5H 1J9,0,43.6496,-79.3833
1605,Joo Fashion,11 Glen Cameron Rd,M5G,0,,
1606,Opus Elegance,220 Victoria St,M5B 2R6,0,43.6564,-79.38600000000002
1607,Publicis Toronto,111 Queen St E,M5C 1S2,0,43.6572,-79.3783
1608,Clara Obscura,295 Queen St E,M5A 1S7,0,43.6513,-79.3756
1609,Urban Sassy,390 George Street,M5A 2N3,0,43.6555,-79.3626
1610,Te Koop,421 Queen St W,M5V 2A5,11,43.6555,-79.3626
1611,Basia Home,163 Dupont,M5G,0,43.6404,-79.3995
1612,Designer Scarves,265 Berkeley St,M5A 2X3,0,43.6564,-79.38600000000002
1613,trendy times,222 spadina Ave. unit253,M5T 2C2,0,43.6555,-79.3626
1614,Runa Begum,423 Parliament St,M5A 3A1,0,43.6541,-79.3978
1615,Trend Tique,496 Queen St W,M5V 2B3,11,43.6555,-79.3626
1616,Sinate Creations,480 Parliament Street,M4X 1P2,0,43.6404,-79.3995
1617,Ocean Drive,690 Yonge St,M4Y 2A6,0,43.6684,-79.3689
1618,Capri Co,695 Queen St W,M6J 1E6,11,43.6656,-79.383
1619,Fogal Canada,Bloor W,M5S 1R1,16,43.648,-79.4177
1620,Porsche Design,77 Bloor St W,M5S 1M2,16,43.6629,-79.3987
1621,Onirak Fashion,2 Bloor St W.,L4W 3E2,10,43.6629,-79.3987
1622,Clandestino Boutique,249 Crawford St,M6J 2V7,11,43.6413,-79.6296
1623,Elegant Collections,1345 Yonge St,M4T 1X9,12,43.648,-79.4177
1624,D'Mode,780 St Clair Ave W,M6C 1B6,17,43.6899,-79.3853
1625,Meo Club,1215 St Clair Ave W Ste 1B,M6E 1B5,17,43.6915,-79.4307
1626,Match Designing,2200 Yonge St,M4S 2C6,12,43.6889,-79.4507
1627,Fantasy Lingerie,1673 Bayview Ave,M4G 3C1,12,43.702,-79.3853
1628,Novesa London,2300 Yonge St.,M4R 1K8,12,43.7124,-79.3644
1629,Firchuk's,60 Mountview Ave,M6P 2L4,17,43.7143,-79.4065
1630,Amazing Accessories,111 Pacific Ave,M6P 2P2,17,43.6605,-79.4633
1631,give-itz,6226-2100 Bloor Street West,M6S 5A5,6,43.6605,-79.4633
1632,Heidi-H02,2591 Yonge St,M4P 2J1,12,43.6512,-79.4828
1633,Lamonica Fashion,2513 Danforth Ave,M4C 1L1,14,43.7135,-79.3887
1634,ZIKS Intl.,63 Wingold Avenue,M6B 1P8,2,43.6913,-79.3116
1635,Orits Fashions,1957,M5M 4A3,2,43.7081,-79.4479
1636,Frick Frack,160 Tycos Dr,M6B 1W8,2,43.7335,-79.4177
1637,Adams Agency,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1638,La Chuchi,700 Lawrence Ave W,M6A 3B4,2,43.7081,-79.4479
1639,Rehanna Lingerie,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1640,Asuna Trading,153 Bridgeland,M6A 1Y7,2,43.7223,-79.4504
1641,Icing By Claires,419 King St W,L1H 2K5,5,43.7223,-79.4504
